Storage_Location,Container_ID,Sub-Unit_ID,Part_Name,Unit_Cost,Target Quantity,Stocked Qty.,Lot_ID,Date_Stocked,Date_Picked,"0.5""-TC_Compatability","1.5""-TC_Compatability","2""-TC_Compatability","3""-TC_Compatability","4""-TC_Compatability","5""-TC_Compatability",Container Filled Mass (kg),Container Filled Mass (Lbs),Kit Assignmet,Manual Assignment,System SN,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15
γA3b1,C20250501-013,B20250702-076,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b1,C20250501-013,B20250702-077,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b1,C20250501-013,B20250702-078,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γB1b1,C20250501-018,B20250702-079,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b1,C20250501-018,B20250702-080,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b1,C20250501-018,B20250702-081,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b1,C20250501-018,B20250702-082,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB2b1,C20250501-023,B20250702-083,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b1,C20250501-023,B20250702-084,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b1,C20250501-023,B20250702-085,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b1,C20250501-023,B20250702-086,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB3b1,C20250501-028,B20250702-087,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b1,C20250501-028,B20250702-088,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b1,C20250501-028,B20250702-089,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b1,C20250501-028,B20250702-090,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γA1b2,C20250501-003,B20250702-103,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA1b2,C20250501-003,B20250702-104,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA1b2,C20250501-003,B20250702-105,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA1b2,C20250501-003,B20250702-106,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA2b2,C20250501-009,B20250702-107,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA2b2,C20250501-009,B20250702-108,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA2b2,C20250501-009,B20250702-109,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA2b2,C20250501-009,B20250702-110,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA3b2,C20250501-014,B20250702-111,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b2,C20250501-014,B20250702-112,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b2,C20250501-014,B20250702-113,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b2,C20250501-014,B20250702-114,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γB1b2,C20250501-019,B20250702-115,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b2,C20250501-019,B20250702-116,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b2,C20250501-019,B20250702-117,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b2,C20250501-019,B20250702-118,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB2b2,C20250501-024,B20250702-119,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b2,C20250501-024,B20250702-120,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b2,C20250501-024,B20250702-121,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b2,C20250501-024,B20250702-122,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB3b2,C20250501-029,B20250702-123,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b2,C20250501-029,B20250702-124,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b2,C20250501-029,B20250702-125,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b2,C20250501-029,B20250702-126,"TC Elbow - 45 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γA1b3,C20250501-005,B20250702-408,"TC Elbow - 90 x 0.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA1b3,C20250501-005,B20250702-409,"TC Elbow - 90 x 0.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA2b3,C20250501-010,B20250702-410,"TC Elbow - 90 x 0.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA2b3,C20250501-010,B20250702-411,"TC Elbow - 90 x 0.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA3b3,C20250501-015,B20250702-412,"TC Elbow - 90 x 0.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b3,C20250501-015,B20250702-413,"TC Elbow - 90 x 0.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γB1b3,C20250501-020,B20250702-414,"TC Elbow - 90 x 0.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b3,C20250501-020,B20250702-415,"TC Elbow - 90 x 0.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB2b3,C20250501-025,B20250702-416,"TC Elbow - 90 x 0.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b3,C20250501-025,B20250702-417,"TC Elbow - 90 x 0.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB3b3,C20250501-030,B20250702-418,"TC Elbow - 90 x 0.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b3,C20250501-030,B20250702-419,"TC Elbow - 90 x 0.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γA1b1,C20250501-003,B20250702-019,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA1b1,C20250501-003,B20250702-020,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA1b1,C20250501-003,B20250702-091,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA1b1,C20250501-003,B20250702-092,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA2b1,C20250501-008,B20250702-021,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA2b1,C20250501-008,B20250702-022,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA2b1,C20250501-008,B20250702-093,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA2b1,C20250501-008,B20250702-094,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA3b1,C20250501-013,B20250702-023,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b1,C20250501-013,B20250702-024,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b1,C20250501-013,B20250702-095,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b1,C20250501-013,B20250702-096,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γB1b1,C20250501-018,B20250702-025,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b1,C20250501-018,B20250702-026,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b1,C20250501-018,B20250702-097,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b1,C20250501-018,B20250702-098,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB2b1,C20250501-023,B20250702-027,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b1,C20250501-023,B20250702-028,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b1,C20250501-023,B20250702-099,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b1,C20250501-023,B20250702-100,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB3b1,C20250501-028,B20250702-029,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b1,C20250501-028,B20250702-030,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b1,C20250501-028,B20250702-101,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b1,C20250501-028,B20250702-102,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γA1b2,C20250501-004,B20250702-127,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA1b2,C20250501-004,B20250702-128,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA1b2,C20250501-004,B20250702-129,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA1b2,C20250501-004,B20250702-130,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA2b2,C20250501-009,B20250702-131,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA2b2,C20250501-009,B20250702-132,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA2b2,C20250501-009,B20250702-133,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA2b2,C20250501-009,B20250702-134,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA3b2,C20250501-014,B20250702-135,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b2,C20250501-014,B20250702-136,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b2,C20250501-014,B20250702-137,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b2,C20250501-014,B20250702-138,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γB1b2,C20250501-019,B20250702-139,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b2,C20250501-019,B20250702-140,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b2,C20250501-019,B20250702-141,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b2,C20250501-019,B20250702-142,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB2b2,C20250501-024,B20250702-143,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b2,C20250501-024,B20250702-144,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b2,C20250501-024,B20250702-145,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b2,C20250501-024,B20250702-146,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB3b2,C20250501-029,B20250702-147,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b2,C20250501-029,B20250702-148,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b2,C20250501-029,B20250702-149,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b2,C20250501-029,B20250702-150,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γA1b3,C20250501-005,B20250702-221,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA1b3,C20250501-005,B20250702-222,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA1b3,C20250501-005,B20250702-223,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA1b3,C20250501-005,B20250702-224,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA2b3,C20250501-010,B20250702-225,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA2b3,C20250501-010,B20250702-226,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA2b3,C20250501-010,B20250702-227,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA2b3,C20250501-010,B20250702-228,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA3b3,C20250501-015,B20250702-249,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b3,C20250501-015,B20250702-250,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b3,C20250501-015,B20250702-251,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b3,C20250501-015,B20250702-252,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γB1b3,C20250501-020,B20250702-253,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b3,C20250501-020,B20250702-254,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b3,C20250501-020,B20250702-255,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b3,C20250501-020,B20250702-256,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB2b3,C20250501-025,B20250702-257,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b3,C20250501-025,B20250702-258,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b3,C20250501-025,B20250702-259,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b3,C20250501-025,B20250702-260,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB3b3,C20250501-030,B20250702-261,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b3,C20250501-030,B20250702-262,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b3,C20250501-030,B20250702-263,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γB3b3,C20250501-030,B20250702-264,"TC Elbow - 90 x 1.5""",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB3,,,,,,,,,,,,
γA1b3,C20250501-005,B20250702-265,"TC Elbow - 90 x 1.5"" - Long",,1,,OS-2025-03-02,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA1b3,C20250501-005,B20250702-266,"TC Elbow - 90 x 1.5"" - Long",,1,,OS-2025-03-02,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA1b3,C20250501-005,B20250702-265,"TC Elbow - 90 x 1.5"" - Long",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA1b3,C20250501-005,B20250702-266,"TC Elbow - 90 x 1.5"" - Long",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA1,,,,,,,,,,,,
γA2b3,C20250501-010,B20250702-267,"TC Elbow - 90 x 1.5"" - Long",,1,,OS-2025-03-02,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA2b3,C20250501-010,B20250702-268,"TC Elbow - 90 x 1.5"" - Long",,1,,OS-2025-03-02,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA2b3,C20250501-010,B20250702-267,"TC Elbow - 90 x 1.5"" - Long",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA2b3,C20250501-010,B20250702-268,"TC Elbow - 90 x 1.5"" - Long",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA2,,,,,,,,,,,,
γA3b3,C20250501-015,B20250702-269,"TC Elbow - 90 x 1.5"" - Long",,1,,OS-2025-03-02,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b3,C20250501-015,B20250702-270,"TC Elbow - 90 x 1.5"" - Long",,1,,OS-2025-03-02,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b3,C20250501-015,B20250702-269,"TC Elbow - 90 x 1.5"" - Long",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γA3b3,C20250501-015,B20250702-270,"TC Elbow - 90 x 1.5"" - Long",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γA3,,,,,,,,,,,,
γB1b3,C20250501-020,B20250702-271,"TC Elbow - 90 x 1.5"" - Long",,1,,OS-2025-03-02,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b3,C20250501-020,B20250702-272,"TC Elbow - 90 x 1.5"" - Long",,1,,OS-2025-03-02,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b3,C20250501-020,B20250702-271,"TC Elbow - 90 x 1.5"" - Long",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB1b3,C20250501-020,B20250702-272,"TC Elbow - 90 x 1.5"" - Long",,1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB1,,,,,,,,,,,,
γB2b3,C20250501-025,B20250702-273,"TC Elbow - 90 x 1.5"" - Long",,1,,OS-2025-03-02,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
γB2b3,C20250501-025,B20250702-274,"TC Elbow - 90 x 1.5"" - Long",,1,,OS-2025-03-02,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Kit γB2,,,,,,,,,,,,
